HPfrb1ch11-0014	arbitre        	Que des arbitres avaient parfois disparu pour réapparaître des mois plus tard dans le désert du Sahara et qu’enfin on mourait rarement au cours des matches de Quidditch.
HPfrb1ch11-0015	réapparaître   	Que des arbitres avaient parfois disparu pour réapparaître des mois plus tard dans le désert du Sahara et qu’enfin on mourait rarement au cours des matches de Quidditch.
HPfrb1ch11-0016	désert         	Que des arbitres avaient parfois disparu pour réapparaître des mois plus tard dans le désert du Sahara et qu’enfin on mourait rarement au cours des matches de Quidditch.
HPfrb1ch11-0017	rarement       	Que des arbitres avaient parfois disparu pour réapparaître des mois plus tard dans le désert du Sahara et qu’enfin on mourait rarement au cours des matches de Quidditch.
HPfrb1ch11-0018	récréation     	La veille du premier match de Quidditch, Hermione, Harry et Ron s’étaient retrouvés dans la cour pendant la récréation.
HPfrb1ch11-0019	réchauffer     	Debout côte à côte, ils se réchauffaient à la flamme bleue du bocal en la cachant soigneusement derrière eux, de peur qu’on la leur confisque, lorsqu’ils virent Rogue traverser la cour.
HPfrb1ch11-0020	confisque      	Debout côte à côte, ils se réchauffaient à la flamme bleue du bocal en la cachant soigneusement derrière eux, de peur qu’on la leur confisque, lorsqu’ils virent Rogue traverser la cour.
HPfrb1ch11-0021	boiter         	Harry remarqua aussitôt qu’il boitait.
HPfrb1ch11-0022	déceler        	Rogue décela sans doute une vague culpabilité dans l’expression de leur visage et il clopina droit vers eux.
HPfrb1ch11-0023	culpabilité    	Rogue décela sans doute une vague culpabilité dans l’expression de leur visage et il clopina droit vers eux.
HPfrb1ch11-0024	claudiquer     	Ça, c’est une règle qu’il vient d’inventer, marmonna Harry en colère tandis que Rogue s’éloignait en claudiquant.
HPfrb1ch11-0025	amer           	– Je n’en sais rien, mais j’espère que ça lui fait mal, dit Ron d’un ton amer.
HPfrb1ch11-0026	copier         	Elle ne les aurait jamais laissés copier sur elle (sinon, comment feriez-vous pour apprendre quelque chose ?), mais elle leur donna quand même toutes les bonnes réponses en relisant leurs notes.
HPfrb1ch11-0027	détendre       	Il voulait récupérer son livre en espérant que la lecture l’aiderait à se détendre avant le match du lendemain.
HPfrb1ch11-0028	requête        	Harry était convaincu que Rogue ne pourrait pas refuser si d’autres professeurs étaient présents et entendaient sa requête.
HPfrb1ch11-0029	entrouvrir     	Il entrouvrit la porte, regarda à l’intérieur et se figea d’horreur.
HPfrb1ch11-0030	pansement      	Rusard avait préparé des pansements et les donnait à Rogue.
HPfrb1ch11-0031	bestiole       	– Sale bestiole, disait celui-ci.
HPfrb1ch11-0032	diversion      	Et je suis prêt à parier mon balai qu’il a laissé entrer ce troll exprès pour faire diversion.
HPfrb1ch11-0033	saint          	– Tu crois vraiment que tous les profs sont des saints ? rétorqua Ron.
HPfrb1ch11-0034	rétorquer      	– Tu crois vraiment que tous les profs sont des saints ? rétorqua Ron.
HPfrb1ch11-0035	encourager     	– Un simple morceau de toast, l’encouragea Hermione.
HPfrb1ch11-0036	approche       	L’approche de son premier match lui nouait l’estomac.
HPfrb1ch11-0037	cible          	Les attrapeurs sont toujours la cible principale de l’équipe adverse.
HPfrb1ch11-0038	principal      	Les attrapeurs sont toujours la cible principale de l’équipe adverse.
HPfrb1ch11-0039	déployer       	Ron, Hermione, Neville, Seamus et Dean s’étaient assis côte à côte tout en haut et avaient déployé une grande bannière sur un des draps que Croûtard avait détruits.
HPfrb1ch11-0040	bannière       	Ron, Hermione, Neville, Seamus et Dean s’étaient assis côte à côte tout en haut et avaient déployé une grande bannière sur un des draps que Croûtard avait détruits.
HPfrb1ch11-0041	président      	Ils y avaient écrit : « Potter président ».
HPfrb1ch11-0042	vestiaire      	Pendant ce temps, dans les vestiaires, Harry et les autres joueurs revêtaient la robe rouge de leur équipe.
HPfrb1ch11-0043	mademoiselle   	– Et Mesdemoiselles, ajouta Angelina Johnson qui jouait dans l’équipe au poste de poursuiveur.
HPfrb1ch11-0044	discours       	– On connaît le discours d’Olivier par cœur, dit Fred à Harry.
HPfrb1ch11-0045	arbitrer       	Debout au milieu du terrain, son balai à la main, Madame Bibine était chargée d’arbitrer le match.
HPfrb1ch11-0046	néon           	Du coin de l’œil, Harry aperçut la bannière flottante dont l’inscription « Potter président » étincelait comme une enseigne au néon.
HPfrb1ch11-0047	commentateur   	– Angelina Johnson, de l’équipe de Gryffondor, s’empare immédiatement du Souafle, dit le commentateur.
HPfrb1ch11-0048	suppléant      	– Angelina passe à Alicia Spinnet, qui jouait l’année dernière comme suppléante.
HPfrb1ch11-0049	tir            	Nouvelle passe à Johnson et… non, c’est Marcus Flint, le capitaine des Serpentard qui reprend le Souafle et qui vole comme un aigle vers les buts adverses, il va mar… non, le tir est arrêté par Olivier Dubois, le gardien de Gryffondor.
HPfrb1ch11-0050	plongeon       	Gryffondor reprend le Souafle avec Katie Bell qui fait un joli plongeon pour éviter Flint et – AÏE – voilà qui a dû faire mal, un Cognard en pleine tête
HPfrb1ch11-0051	partisan       	Sur les gradins, les supporters de Gryffondor saluèrent l’exploit avec des cris de joie tandis que les partisans des Serpentard se répandaient en lamentations.
HPfrb1ch11-0052	lamentation    	Sur les gradins, les supporters de Gryffondor saluèrent l’exploit avec des cris de joie tandis que les partisans des Serpentard se répandaient en lamentations.
HPfrb1ch11-0053	méfier         	– Méfie-toi, ceci dit, recommanda Hagrid en relevant ses jumelles et observant le ciel en direction de Harry, réduit à un point.
HPfrb1ch11-0054	recommander    	– Méfie-toi, ceci dit, recommanda Hagrid en relevant ses jumelles et observant le ciel en direction de Harry, réduit à un point.
HPfrb1ch11-0055	califourchon   	À califourchon sur son balai, Harry volait bien au-dessus du terrain, scrutant l’espace autour de lui dans l’espoir d’apercevoir le Vif d’or.
HPfrb1ch11-0056	looping        	Lorsque Angelina avait marqué le premier but, Harry avait fait quelques loopings pour manifester sa joie, mais il n’avait pas encore eu l’occasion d’intervenir dans le jeu.
HPfrb1ch11-0057	désintéresser  	Les poursuiveurs semblaient s’être désintéressés du jeu et regardaient les deux attrapeurs au coude à coude.
HPfrb1ch11-0058	vlan           	– VLAN ! Un grand cri de rage monta alors des gradins réservés aux Gryffondor.
HPfrb1ch11-0059	bloquer        	Marcus Flint avait essayé de bloquer Harry et le Nimbus 2000 avait violemment dévié de sa trajectoire.
HPfrb1ch11-0060	dévier         	Marcus Flint avait essayé de bloquer Harry et le Nimbus 2000 avait violemment dévié de sa trajectoire.
HPfrb1ch11-0061	trajectoire    	Marcus Flint avait essayé de bloquer Harry et le Nimbus 2000 avait violemment dévié de sa trajectoire.
HPfrb1ch11-0062	ordre          	Madame Bibine rappela Flint à l’ordre et ordonna un coup franc en faveur des Gryffondor.
HPfrb1ch11-0063	franc          	Madame Bibine rappela Flint à l’ordre et ordonna un coup franc en faveur des Gryffondor.
HPfrb1ch11-0064	scandaleux     	– Donc, après cette scandaleuse tricherie… – Jordan ! protesta le professeur McGonagall.
HPfrb1ch11-0065	tricherie      	– Donc, après cette scandaleuse tricherie… – Jordan ! protesta le professeur McGonagall.
HPfrb1ch11-0066	révoltant      	– Je voulais dire après cette faute révoltante…
HPfrb1ch11-0067	penalty        	Flint a failli tuer l’attrapeur de Gryffondor, ce qui aurait pu arriver à n’importe qui et donc Gryffondor bénéficie d’un penalty repris par Spinnet et c’est Gryffondor qui garde le Souafle.
HPfrb1ch11-0068	embardée       	Au même moment, son balai fit une violente embardée.
HPfrb1ch11-0069	fraction       	Pendant une fraction de seconde, il crut qu’il allait tomber.
HPfrb1ch11-0070	rodéo          	Il serra les mains et les genoux sur le manche et à nouveau le balai eut un sursaut, comme un cheval de rodéo qui aurait essayé de le désarçonner.
HPfrb1ch11-0071	désarçonner    	Il serra les mains et les genoux sur le manche et à nouveau le balai eut un sursaut, comme un cheval de rodéo qui aurait essayé de le désarçonner.
HPfrb1ch11-0072	virer          	Harry s’efforça de virer en direction des buts de Gryffondor et fut tenté de demander un temps mort à Dubois, quand soudain il se rendit compte que son Nimbus 2000 ne répondait plus.
HPfrb1ch11-0073	multiplier     	Il refusait de tourner et zigzaguait à sa guise en multipliant les embardées.
HPfrb1ch11-0074	altitude       	Le Nimbus 2000 prenait lentement de l’altitude en continuant ses soubresauts.
HPfrb1ch11-0075	soubresaut     	Le Nimbus 2000 prenait lentement de l’altitude en continuant ses soubresauts.
HPfrb1ch11-0076	contrôle       	Je me demande s’il n’a pas perdu le contrôle de son balai…
HPfrb1ch11-0077	dérégler       	Il n’y a que la magie noire qui puisse dérégler un balai.
HPfrb1ch11-0078	accroupir      	Elle s’accroupit alors derrière lui, sortit sa baguette et murmura une formule magique.
HPfrb1ch11-0079	rétablissement 	Là-haut, loin au-dessus du terrain, Harry put soudain faire un rétablissement et reprendre une position normale sur son balai.
HPfrb1ch11-0080	veste          	Neville sanglotait depuis cinq bonnes minutes, la tête enfouie dans la veste de Hagrid.
HPfrb1ch11-0081	brutalement    	Il atterrit brutalement sur la pelouse du stade, toussa et un objet doré tomba alors au creux de sa main.
HPfrb1ch11-0082	doré           	Il atterrit brutalement sur la pelouse du stade, toussa et un objet doré tomba alors au creux de sa main.
HPfrb1ch11-0083	soixante       	Mais aucune règle du jeu ne l’interdisait, Gryffondor avait donc bel et bien remporté le match par cent soixante-dix points contre soixante, comme Lee Jordan le hurlait toujours de joie.
HPfrb1ch11-0084	grec           	Je l’ai acheté à un ami grec que j’ai rencontré dans un pub l’année dernière.
HPfrb1ch11-0085	viser          	Il faut fixer les yeux sur l’objet ou la personne visés et Rogue n’a pas cillé une seule fois, je l’ai bien vu !
HPfrb1ch11-0086	ciller         	Il faut fixer les yeux sur l’objet ou la personne visés et Rogue n’a pas cillé une seule fois, je l’ai bien vu !
HPfrb1ch11-0087	nommé          	Il y a donc un nommé Nicolas Flamel dans le coup ?
